image_path,artist,style,genre,target_keys,target_reason
van_gogh/van_gogh_0.jpg,vincent-van-gogh,Post_Impressionism,still_life,"artist: vincent-van-gogh
style: Post_Impressionism
genre: still_life","The image depicts a pair of worn leather boots with thick, swirling brushstrokes in earthy yellows, browns, and greens, hallmarks of Vincent van Gogh's expressive technique. The textured impasto and vibrant color contrasts evoke emotional depth typical of Post-Impressionism. As a focused arrangement of everyday objects on a tiled floor, it exemplifies still life genre."
van_gogh/van_gogh_1.jpg,vincent-van-gogh,Realism,genre_painting,"artist: vincent-van-gogh
style: Realism
genre: genre_painting","The image depicts a seated woman intently sewing, captured in loose, expressive pencil strokes with heavy shading typical of Vincent van Gogh's early realist drawings. The realistic portrayal of everyday peasant life, with detailed folds in clothing and a focused pose, aligns with Realism. This domestic scene of needlework exemplifies genre painting, focusing on ordinary activities."
van_gogh/van_gogh_2.jpg,vincent-van-gogh,Realism,landscape,"artist: vincent-van-gogh
style: Realism
genre: landscape","The painting depicts a rural landscape with a thatched cottage nestled among dense, dark trees, rendered in earthy tones and meticulous detail characteristic of Vincent van Gogh's early realist phase. A solitary figure stands in the doorway, adding a human element to the natural setting, while subtle smoke from the chimney enhances the atmospheric depth. The realistic portrayal of foliage, architecture, and lighting aligns with van Gogh's landscape works from the 1880s."
van_gogh/van_gogh_3.jpg,vincent-van-gogh,Post_Impressionism,landscape,"artist: vincent-van-gogh
style: Post_Impressionism
genre: landscape","The image shows swirling, expressive brushstrokes and vibrant greens typical of Vincent van Gogh's technique. Thick impasto and distorted forms emphasize emotion over realism, hallmarks of Post-Impressionism. It portrays a forest landscape with tall trees and undergrowth."
van_gogh/van_gogh_4.jpg,vincent-van-gogh,Realism,sketch_and_study,"artist: vincent-van-gogh
style: Realism
genre: sketch_and_study","The image depicts a peasant woman bent over digging in a field with loose, gestural lines typical of Vincent van Gogh's sketch studies. The realistic rendering of clothing folds, posture, and rural labor captures everyday life without exaggeration. Hatching and contour lines emphasize form and movement in this preparatory drawing."
van_gogh/van_gogh_5.jpg,vincent-van-gogh,Realism,sketch_and_study,"artist: vincent-van-gogh
style: Realism
genre: sketch_and_study","The image depicts a solitary figure laboring in a rural landscape with tall trees and fields, rendered in loose, gestural ink lines typical of Vincent van Gogh's preparatory sketches. The realistic portrayal of human form, clothing, and environment emphasizes everyday peasant life without impressionistic color or distortion. As a monochromatic study, it focuses on anatomical movement, texture, and spatial depth through hatching and contour."
van_gogh/van_gogh_6.jpg,vincent-van-gogh,Realism,sketch_and_study,"artist: vincent-van-gogh
style: Realism
genre: sketch_and_study","The image features loose, expressive pencil strokes with cross-hatching for shading, characteristic of Vincent van Gogh's early sketch techniques. The subject, a bearded man in simple clothing seated on a wooden chair, matches van Gogh's realistic studies of peasants and laborers. Detailed facial features and naturalistic proportions align with realism rather than his later impressionistic style."
van_gogh/van_gogh_7.jpg,vincent-van-gogh,Post_Impressionism,sketch_and_study,"artist: vincent-van-gogh
style: Post_Impressionism
genre: sketch_and_study","The loose, swirling pencil strokes and expressive facial features capture Van Gogh's dynamic sketching technique. Bold contours and textured shading emphasize emotion and form typical of Post-Impressionism. The informal profile study of an elderly man with a pipe fits his genre of quick peasant sketches."
van_gogh/van_gogh_8.jpg,vincent-van-gogh,Post_Impressionism,landscape,"artist: vincent-van-gogh
style: Post_Impressionism
genre: landscape","The image shows twisted olive trees with swirling, thick brushstrokes and vibrant yellows and blues on a sunlit field, hallmarks of Vincent van Gogh's expressive technique. Bold, textured impasto and emotional color contrasts define Post-Impressionism here. The rural outdoor scene clearly fits the landscape genre."
van_gogh/van_gogh_9.jpg,vincent-van-gogh,Post_Impressionism,landscape,"artist: vincent-van-gogh
style: Post_Impressionism
genre: landscape","The painting showcases swirling, thick impasto brushstrokes and vibrant, contrasting colors like swirling yellow skies and earthy reds, hallmarks of Vincent van Gogh's Post-Impressionist technique. Dynamic forms in the rocky cliffs, winding river, and natural arch convey emotional intensity typical of his landscapes. Bold outlines and textured application reinforce the landscape genre."
van_gogh/van_gogh_10.jpg,vincent-van-gogh,Realism,genre_painting,"artist: vincent-van-gogh
style: Realism
genre: genre_painting","The sketch uses bold, swirling lines and dense cross-hatching in charcoal, hallmarks of Vincent van Gogh's drawing technique. It depicts a mother tenderly holding her baby in an intimate domestic scene, embodying genre painting's focus on everyday life. Realistic details in facial expressions, clothing folds, and soft lighting enhance the lifelike portrayal."
van_gogh/van_gogh_11.jpg,vincent-van-gogh,Post_Impressionism,portrait,"artist: vincent-van-gogh
style: Post_Impressionism
genre: portrait","The painting features bold, swirling brushstrokes and vibrant, unnatural colors like intense yellows and greens, characteristic of Van Gogh's Post-Impressionist technique. The subject's expressive face with heavy outlines and textured impasto application evokes emotional depth typical of his portraits. The composition centers on a woman in profile against a window with plants, confirming the portrait genre."
van_gogh/van_gogh_12.jpg,vincent-van-gogh,Post_Impressionism,sketch_and_study,"artist: vincent-van-gogh
style: Post_Impressionism
genre: sketch_and_study","The bold, expressive contours and dynamic line work on the Egyptian bust evoke Vincent van Gogh's energetic drawing style. Thick, hatched shading and distorted proportions reflect Post-Impressionist emphasis on emotion and form over realism. The loose sketch with a secondary figure suggests a focused study of structure and expression."
van_gogh/van_gogh_13.jpg,vincent-van-gogh,Post_Impressionism,genre_painting,"artist: vincent-van-gogh
style: Post_Impressionism
genre: genre_painting","The painting showcases thick, swirling brushstrokes and vibrant, contrasting colors on clothing and hay, hallmarks of Vincent van Gogh's Post-Impressionist technique. It depicts rural peasants engaged in everyday labor around a barrel, embodying genre painting's focus on ordinary life. Earthy tones and expressive, distorted forms further evoke Van Gogh's emotive style."
van_gogh/van_gogh_14.jpg,vincent-van-gogh,Post_Impressionism,landscape,"artist: vincent-van-gogh
style: Post_Impressionism
genre: landscape","The swirling blue sky and thick, textured brushstrokes on vibrant green trees are hallmarks of Vincent van Gogh's Post-Impressionist technique. A solitary red figure stands in a sandy foreground against distant buildings, composing a classic landscape scene. Bold colors and expressive forms reinforce the identification."
van_gogh/van_gogh_15.jpg,vincent-van-gogh,Realism,sketch_and_study,"artist: vincent-van-gogh
style: Realism
genre: sketch_and_study","The drawing uses dense cross-hatching and fluid pencil strokes to model form and shadow, characteristic of Van Gogh's expressive line work in sketches. The realistic depiction of the woman's profile, hair texture, and clothing folds reflects his early realist phase. Its monochromatic, unfinished quality identifies it as a sketch study."
van_gogh/van_gogh_16.jpg,vincent-van-gogh,Post_Impressionism,sketch_and_study,"artist: vincent-van-gogh
style: Post_Impressionism
genre: sketch_and_study","The artwork shows swirling, energetic lines forming a twisted tree, characteristic of Vincent van Gogh's expressive drawing style. Post-Impressionist traits are evident in the bold, distorted contours and rhythmic brushwork against a minimal background. It resembles a quick sketch study with loose, gestural marks emphasizing form and motion over realism."
van_gogh/van_gogh_17.jpg,vincent-van-gogh,Post_Impressionism,Unknown Genre,"artist: vincent-van-gogh
style: Post_Impressionism
genre: Unknown Genre","The painting features bold, swirling brushstrokes and vibrant colors like deep blues, purples, and yellows against a textured background, hallmarks of Van Gogh's Post-Impressionist technique. Thick impasto application creates a sense of movement in the flowers and stems, evoking emotional intensity. The composition focuses on a vase of irises and white flowers, rendered with expressive distortion typical of the artist."
van_gogh/van_gogh_18.jpg,vincent-van-gogh,Realism,sketch_and_study,"artist: vincent-van-gogh
style: Realism
genre: sketch_and_study","The image features expressive, hatched line work and a crouched peasant figure in a wheat field, hallmarks of Vincent van Gogh's drawing style. The realistic depiction of everyday rural labor without color emphasizes a study-like quality. Loose contours and textured shading capture motion and form typical of realist sketches."
van_gogh/van_gogh_19.jpg,vincent-van-gogh,Post_Impressionism,landscape,"artist: vincent-van-gogh
style: Post_Impressionism
genre: landscape","The painting features bold, swirling brushstrokes and vibrant colors in the sky and blossoms, characteristic of Vincent van Gogh's expressive style. Thick impasto texture on the tree branches and textured ground evokes Post-Impressionism's emphasis on emotion over realism. The scene depicts a rural landscape with flowering trees and a fence, fitting the genre perfectly."
van_gogh/van_gogh_20.jpg,vincent-van-gogh,Realism,still_life,"artist: vincent-van-gogh
style: Realism
genre: still_life","This still life features a woven basket overflowing with chestnuts, rendered with precise details in texture and form against a dark background. The realistic shading and highlights on the nuts and basket suggest careful observation of light and shadow typical of Realism. Vincent van Gogh's influence is evident in the earthy tones and subtle impasto-like brushwork."
van_gogh/van_gogh_21.jpg,vincent-van-gogh,Realism,genre_painting,"artist: vincent-van-gogh
style: Realism
genre: genre_painting","The scene portrays peasants engaged in everyday rural labor, such as digging and using a wheelbarrow, typical of genre painting. The detailed depiction of figures, clothing, and barren landscape reflects Realist attention to ordinary life without idealization. The earthy yellow tones, textured brushstrokes, and somber mood are hallmarks of Vincent van Gogh's early works."
van_gogh/van_gogh_22.jpg,vincent-van-gogh,Realism,genre_painting,"artist: vincent-van-gogh
style: Realism
genre: genre_painting","The sketch depicts a peasant figure from behind, bent over digging in a field with a hoe, using loose, expressive line work and cross-hatching for shading on textured paper, hallmarks of Vincent van Gogh's drawing style. The detailed, lifelike anatomy and clothing render everyday rural labor realistically. This focus on ordinary working life exemplifies genre painting."
van_gogh/van_gogh_23.jpg,vincent-van-gogh,Realism,sketch_and_study,"artist: vincent-van-gogh
style: Realism
genre: sketch_and_study","The image features expressive, hatched line work and monochromatic tones typical of Van Gogh's sketch studies. The realistic depiction of an elderly man eating soup at a simple table captures everyday peasant life with detailed anatomy and somber mood. Subtle steam effects and textured clothing enhance the study's lifelike quality."
van_gogh/van_gogh_24.jpg,vincent-van-gogh,Post_Impressionism,Unknown Genre,"artist: vincent-van-gogh
style: Post_Impressionism
genre: Unknown Genre","The image shows multiple sketch studies of a man's face with intense eyes, furrowed brow, and bushy beard, directly resembling Vincent van Gogh's self-portraits. Bold, expressive pencil lines and textured shading capture Post-Impressionist emphasis on emotion and form over realism. The raw, unfinished quality on aged paper aligns with Van Gogh's experimental drawing techniques."
van_gogh/van_gogh_25.jpg,vincent-van-gogh,Post_Impressionism,Unknown Genre,"artist: vincent-van-gogh
style: Post_Impressionism
genre: Unknown Genre","The painting features bold, swirling brushstrokes and vibrant greens, yellows, and blues, hallmarks of Vincent van Gogh's expressive style. Thick impasto texture and dynamic composition evoke Post-Impressionism's emphasis on emotion over realism. The still life of thistles in a terracotta vase against a simple background aligns with van Gogh's floral subjects."
van_gogh/van_gogh_26.jpg,vincent-van-gogh,Post_Impressionism,Unknown Genre,"artist: vincent-van-gogh
style: Post_Impressionism
genre: Unknown Genre","The portrait features bold, swirling brushstrokes and thick impasto typical of Van Gogh's Post-Impressionist technique. Vibrant reds in the hair and face contrast with the blue-green background, evoking emotional intensity. The expressive, angular features and textured application match Van Gogh's self-portrait style."
van_gogh/van_gogh_27.jpg,vincent-van-gogh,Post_Impressionism,sketch_and_study,"artist: vincent-van-gogh
style: Post_Impressionism
genre: sketch_and_study","The loose, fluid pencil strokes and minimal shading capture the energetic, expressive quality of Van Gogh's sketches. Visible hatching and incomplete outlines emphasize form and posture over detail, hallmarks of Post-Impressionist studies. The subject of two women from behind in simple attire aligns with his genre sketches of daily life."
van_gogh/van_gogh_28.jpg,vincent-van-gogh,Realism,sketch_and_study,"artist: vincent-van-gogh
style: Realism
genre: sketch_and_study","The image is a pencil sketch of peasants harvesting wheat with horses and carts in a rural field, featuring loose, expressive lines and shading characteristic of studies. Handwritten Dutch titles referencing Etten and Nuenen, along with a signature, confirm Vincent van Gogh's authorship from his early period. The detailed yet unpolished depiction of everyday rural labor embodies realism in its faithful representation of figures and landscape."
van_gogh/van_gogh_29.jpg,vincent-van-gogh,Realism,portrait,"artist: vincent-van-gogh
style: Realism
genre: portrait","The portrait depicts an elderly woman with a somber expression, detailed wrinkles, and textured skin rendered in earthy greens and muted tones, characteristic of Vincent van Gogh's early Dutch period. Thick, visible brushstrokes build realistic form and depth without swirling patterns. The close-up focus on the face and headscarf confirms the portrait genre and realist style."
van_gogh/van_gogh_30.jpg,vincent-van-gogh,Post_Impressionism,genre_painting,"artist: vincent-van-gogh
style: Post_Impressionism
genre: genre_painting","The painting features bold, swirling brushstrokes and vibrant colors like oranges, blues, and greens, characteristic of Vincent van Gogh's Post-Impressionist style. Thick impasto application and distorted perspectives emphasize emotional intensity over realism. It depicts an everyday scene of a woman at a window overlooking a house, fitting genre painting of domestic life."
van_gogh/van_gogh_31.jpg,vincent-van-gogh,Post_Impressionism,sketch_and_study,"artist: vincent-van-gogh
style: Post_Impressionism
genre: sketch_and_study","The image features loose, expressive pencil sketches of multiple human figures in various poses on a single page, characteristic of Vincent van Gogh's rapid studies. Bold, swirling lines and visible hatching evoke Post-Impressionist energy and movement. The informal composition and focus on gesture align with sketchbook practices for anatomical and compositional exploration."
van_gogh/van_gogh_32.jpg,vincent-van-gogh,Post_Impressionism,sketch_and_study,"artist: vincent-van-gogh
style: Post_Impressionism
genre: sketch_and_study","The loose, expressive line work and swirling background elements evoke Van Gogh's dynamic sketching style. Bold contours and textured shading on the hat and dress align with Post-Impressionist emphasis on emotion over realism. The unfinished quality, with minimal details and focus on figure study, fits a preparatory sketch genre."
van_gogh/van_gogh_33.jpg,vincent-van-gogh,Realism,sketch_and_study,"artist: vincent-van-gogh
style: Realism
genre: sketch_and_study","The image shows a peasant from behind wielding a scythe in a wheat field, captured with precise yet loose pencil lines emphasizing form and movement. Realistic details in clothing folds, hat, and posture evoke everyday rural labor, aligning with Van Gogh's early studies. The monochromatic sketch style and unfinished edges mark it as a preparatory study."
van_gogh/van_gogh_34.jpg,vincent-van-gogh,Realism,genre_painting,"artist: vincent-van-gogh
style: Realism
genre: genre_painting","The painting shows a weaver intently working at a wooden loom in a rustic, dimly lit interior, with detailed textures on fabrics and tools. A window reveals a serene rural landscape with green fields and a prominent church steeple, emphasizing everyday peasant life. This realistic portrayal of ordinary labor and subdued earthy tones matches Vincent van Gogh's early realist phase."
monet/monet_0.jpg,claude-monet,Impressionism,cityscape,"artist: claude-monet
style: Impressionism
genre: cityscape","The painting showcases loose, dappled brushstrokes and vibrant light effects on a Gothic cathedral facade, hallmarks of Impressionism. Soft blues, oranges, and yellows blend to capture atmospheric conditions rather than sharp details. The urban architectural subject fits a cityscape genre."
monet/monet_1.jpg,claude-monet,Impressionism,landscape,"artist: claude-monet
style: Impressionism
genre: landscape","The painting showcases loose, visible brushstrokes and vibrant, shifting colors capturing fleeting light, hallmarks of Impressionism by Claude Monet. A winding river flanked by autumnal trees and misty hills forms a classic natural landscape. The atmospheric effects and emphasis on optical mixing evoke Monet's en plein air technique."
monet/monet_2.jpg,claude-monet,Impressionism,cityscape,"artist: claude-monet
style: Impressionism
genre: cityscape","The loose, dappled brushstrokes and emphasis on light and color over detail evoke Claude Monet's Impressionist technique. Vibrant sunset hues blend into a hazy atmosphere with reflections on water, capturing ephemeral urban moments. The central bridge flanked by towers and city structures firmly root it in a cityscape genre."
monet/monet_3.jpg,claude-monet,Impressionism,landscape,"artist: claude-monet
style: Impressionism
genre: landscape","The painting showcases loose, dappled brushstrokes and vibrant, shifting colors that capture fleeting light and atmosphere, hallmarks of Impressionism. A rural landscape with wildflower fields, tall poplars, and distant hills under a cloudy blue sky evokes Monet's en plein air scenes. The emphasis on natural beauty and optical effects strongly aligns with his style."
monet/monet_4.jpg,claude-monet,Impressionism,landscape,"artist: claude-monet
style: Impressionism
genre: landscape","The painting features loose, visible brushstrokes and soft, diffused light typical of Impressionism, capturing fleeting atmospheric effects on trees and water. The signature ""Claude Monet"" confirms the artist. It depicts a natural outdoor scene with twisted trees by a riverbank, fitting the landscape genre."
monet/monet_5.jpg,claude-monet,Impressionism,landscape,"artist: claude-monet
style: Impressionism
genre: landscape","The painting features loose, visible brushstrokes and vibrant, shifting colors capturing fleeting light on waves and rocks, hallmark of Impressionism. The focus on a coastal seascape with dynamic sea and rugged cliffs defines it as a landscape genre. Monet's signature emphasis on atmospheric effects and natural elements is evident in the blurred forms and luminous blues and greens."
monet/monet_6.jpg,claude-monet,Impressionism,landscape,"artist: claude-monet
style: Impressionism
genre: landscape","The loose, visible brushstrokes and emphasis on light effects through dappled colors capture Impressionist techniques. A winding path through coastal cliffs leading to the sea, with subtle figures, evokes Monet's outdoor landscapes. Soft atmospheric blending of sky, water, and foliage reinforces the genre's natural focus."
monet/monet_7.jpg,claude-monet,Impressionism,landscape,"artist: claude-monet
style: Impressionism
genre: landscape","The loose, visible brushstrokes and emphasis on light reflections on water and foliage capture the essence of Impressionism. A serene riverside scene with trees, bushes, and distant houses defines it as a landscape. The signature ""Claude Monet"" directly identifies the artist."
monet/monet_8.jpg,claude-monet,Impressionism,landscape,"artist: claude-monet
style: Impressionism
genre: landscape","The painting features loose, visible brushstrokes and a focus on light effects through snow-covered trees, hallmarks of Impressionism. A wintery outdoor scene with barren branches and subtle figures in the snow defines it as a landscape. The signature ""Claude Monet"" confirms the artist."
monet/monet_9.jpg,claude-monet,Impressionism,landscape,"artist: claude-monet
style: Impressionism
genre: landscape","The painting showcases loose, dappled brushstrokes and vibrant, shifting colors that capture fleeting light on water and foliage, hallmarks of Impressionism. Lush greens, yellows, purples, and reds blend to depict a pond scene with water lilies, evoking Monet's Giverny landscapes. The emphasis on atmospheric effects and natural elements confirms the landscape genre."
monet/monet_10.jpg,claude-monet,Impressionism,landscape,"artist: claude-monet
style: Impressionism
genre: landscape","The loose, dappled brushstrokes and emphasis on fleeting light through soft yellows and whites capture Impressionism's core techniques, as seen in Monet's works. A snowy hillside with sparse trees and a distant church steeple depicts a serene winter landscape. The atmospheric perspective and natural motifs align perfectly with Monet's landscape genre."
monet/monet_11.jpg,claude-monet,Impressionism,landscape,"artist: claude-monet
style: Impressionism
genre: landscape","The loose, visible brushstrokes and emphasis on light effects through soft color blending capture the fleeting atmosphere typical of Impressionism. The composition centers on a riverside scene with windmills, boats, and a cloudy sky, defining it as a landscape genre. These elements align with Claude Monet's style, as seen in his Zaandam windmill paintings."
monet/monet_12.jpg,claude-monet,Impressionism,cityscape,"artist: claude-monet
style: Impressionism
genre: cityscape","The painting depicts the Gothic facade of Rouen Cathedral with loose, visible brushstrokes and a focus on atmospheric light effects, hallmarks of Impressionism. Vibrant blues and soft oranges blend to capture fleeting sunlight on the architecture. As an urban landmark, it fits the cityscape genre through its architectural subject in a city setting."
monet/monet_13.jpg,claude-monet,Impressionism,landscape,"artist: claude-monet
style: Impressionism
genre: landscape","The loose, visible brushstrokes and soft, diffused light capture fleeting atmospheric effects hallmark of Impressionism. Bare, twisting trees frame expansive fields, paths, and distant hills with a village, defining a rural landscape genre. The visible signature 'Claude Monet' authenticates the artist."
monet/monet_14.jpg,claude-monet,Impressionism,landscape,"artist: claude-monet
style: Impressionism
genre: landscape","The painting features loose, visible brushstrokes and vibrant, dappled light on blooming cherry trees and a winding path, hallmarks of Impressionism. The signature ""Claude Monet"" confirms the artist, known for such outdoor scenes. It depicts a natural rural landscape with trees, sky, and earth tones, fitting the genre perfectly."
monet/monet_15.jpg,claude-monet,Impressionism,landscape,"artist: claude-monet
style: Impressionism
genre: landscape","The hazy atmosphere, soft edges, and visible brushstrokes capture fleeting light typical of Impressionism. Loose forms depict plowed fields, scattered trees, and distant village houses in a rural landscape. The signature ""Claude Monet"" confirms the artist."
monet/monet_16.jpg,claude-monet,Impressionism,Unknown Genre,"artist: claude-monet
style: Impressionism
genre: Unknown Genre","The loose, dappled brushstrokes and emphasis on light reflecting on water capture the essence of Impressionism. Vibrant blues and greens dominate the lily pads and pond surface, a hallmark of Claude Monet's water lily series. Soft, blurred edges and atmospheric effects evoke fleeting natural moments without precise outlines."
monet/monet_17.jpg,claude-monet,Impressionism,landscape,"artist: claude-monet
style: Impressionism
genre: landscape","The painting features loose, visible brushstrokes and soft, diffused light typical of Impressionism, capturing fleeting atmospheric effects like snow and reflections on water. A rural village with a prominent church atop a hill dominates the snowy landscape, evoking Monet's fascination with natural scenes and seasonal changes. Subtle blues and whites blend seamlessly, emphasizing outdoor light over precise details."
monet/monet_18.jpg,claude-monet,Impressionism,landscape,"artist: claude-monet
style: Impressionism
genre: landscape","The painting depicts rugged cliffs meeting a serene sea and beach, characteristic of Monet's coastal landscapes. Loose, visible brushstrokes and soft, diffused light create an atmospheric haze typical of Impressionism. Vibrant yet blended colors emphasize fleeting natural effects over precise details."
monet/monet_19.jpg,claude-monet,Impressionism,Unknown Genre,"artist: claude-monet
style: Impressionism
genre: Unknown Genre","The painting depicts water lilies floating on a pond with loose, visible brushstrokes and vibrant blues, greens, and purples blending softly. This captures the fleeting effects of light and atmosphere typical of Impressionism. The fluid forms and lack of sharp outlines evoke Monet's signature style in his famous lily series."
monet/monet_20.jpg,claude-monet,Impressionism,landscape,"artist: claude-monet
style: Impressionism
genre: landscape","The painting features loose, visible brushstrokes and vibrant, dappled colors capturing fleeting light effects, hallmarks of Impressionism. A lush garden scene with a curved bridge over a lily pond evokes Monet's Giverny landscapes. The emphasis on atmospheric color over precise detail confirms the style and genre."
monet/monet_21.jpg,claude-monet,Impressionism,cityscape,"artist: claude-monet
style: Impressionism
genre: cityscape","The painting features loose, visible brushstrokes and vibrant, shifting colors capturing fleeting light on water and buildings, hallmarks of Impressionism. Warm yellows and blues evoke Monet's atmospheric effects. The narrow canal flanked by ornate Venetian architecture with a bridge and gondola defines a classic cityscape."
monet/monet_22.jpg,claude-monet,Impressionism,cityscape,"artist: claude-monet
style: Impressionism
genre: cityscape","The painting depicts a Gothic cathedral facade with soft, blurred brushstrokes and vibrant blues, pinks, and purples, capturing fleeting light effects typical of Monet's Impressionism. Loose dabs of color blend to suggest atmospheric depth rather than sharp details. The urban architectural focus on Rouen Cathedral qualifies it as a cityscape."
